SentenceId	View	Opinion
S31810	轩逸	neu
S31811	斯柯达昕锐	neu
S31812	哈弗h6	neu
S31813	amg	neu
S31814	卡罗拉	neu
S31815	轩逸	pos
S31816	雷克萨斯lx570	neu
S31817	长安福特福睿斯	neu
S31818	比亚迪	neu
S31819	长安铃木	neu
S31820	雷克萨斯lx570	neu
S31821	速腾	neu
S31822	明锐	neu
S31823	天籁	neg
S31824	捷达	neu
S31825	宝马x3	neu
S31826	宝骏730	neu
S31826	标致301	neu
S31827	奥迪q5	neu
S31828	长安cx70	neu
S31829	君越	neu
S31830	奥迪a3	neu
S31831	凯迪拉克	neu
S31832	江淮和悦	neu
S31833	奥迪	neu
S31834	蔚领	neu
S31834	宝来	neu
S31835	丰田	neu
S31836	英菲尼迪	neu
S31837	哈弗	neu
S31838	别克君威	neu
S31839	宝马	pos
S31839	x5	pos
S31840	尼桑	neu
S31840	起亚	neu
S31840	哈弗	neu
S31840	现代	neu
S31840	海马	neu
S31840	奇瑞	neu
S31841	东风雪铁龙	neu
S31842	宝骏560	neu
S31843	奥德赛	neu
S31844	奇骏	pos
S31845	凯美瑞	neu
S31846	奥迪	neu
S31847	帝豪gl	neu
S31848	长安铃木	neu
S31849	奥迪a4l	pos
S31850	捷达	neu
S31851	奥迪	neu
S31851	s3	neu
S31852	上海大众朗逸	neu
S31852	桑塔纳	neu
S31853	北京现代	neu
S31853	途观	neu
S31854	得利	neu
S31854	斯柯达	neu
S31855	长安cs75	neu
S31856	宝骏560	neu
S31856	730	neu
S31857	奥迪	pos
S31858	福睿斯	neu
S31859	奥迪	neu
S31860	大众朗行	neu
S31861	长安	neu
S31862	长安欧尚	pos
S31863	长安cs75	neu
S31864	众泰	neu
S31865	大众	neu
S31866	奥迪	neu
S31867	沃尔沃	neu
S31868	宝马x5	neu
S31869	上海大众	neu
S31870	mini	neu
S31871	路虎发现4	neu
S31871	丰田rav4	neu
S31872	北汽幻速	neu
S31873	江淮	neu
S31874	宝骏310	pos
S31875	本田思域	neu
S31876	斯柯达明锐	neu
S31877	宝马x2	neu
S31878	雪铁龙	pos
S31879	东风风度mx5	neu
S31880	长安cs35	neg
S31880	宝骏560	neg
S31880	海马s5	pos
S31881	梅赛德斯	neu
S31881	奔驰	neu
S31882	现代	neu
S31883	哈弗h2	pos
S31884	法拉利	neu
S31885	轩逸	neu
S31886	奔驰	neu
S31886	宝马	neu
S31886	东风标致	neu
S31886	斯柯达	neu
S31886	众泰	neu
S31886	起亚	neu
S31886	大众	neu
S31886	雪佛兰	neu
S31886	哈弗	neu
S31886	江铃	neu
S31887	凯迪拉克	neu
S31888	大迈x5	neu
S31888	奥迪q5	neu
S31889	天籁	neu
S31890	奥迪	neu
S31891	奥迪q5	pos
S31892	cs75	neu
S31893	长安福特	neu
S31894	北京现代	neu
S31894	悦纳	neu
S31894	瑞纳	neu
S31895	奥迪a4l	neu
S31896	大众	neu
S31897	英菲尼迪	neu
S31898	别克	neu
S31898	通用	neu
S31898	君越	pos
S31899	奥迪a4l	neu
S31900	菲亚特	neu
S31901	昂科威	neu
S31902	奥迪	neu
S31902	q7	neu
S31903	海马s5	pos
S31904	江淮瑞风s2	neu
S31905	凌渡	neu
S31906	海马	neu
S31906	马自达	neu
S31907	哈飞民意	neu
S31908	本田	pos
S31908	飞度	pos
S31908	思域	pos
S31908	竞瑞	pos
S31909	奥迪a4	pos
S31910	大众	neu
S31911	广汽丰田	neu
S31912	丰田	pos
S31913	别克君越	neu
S31914	别克	neu
S31915	大众	neu
S31915	众泰	neu
S31916	斯柯达	neu
S31917	威朗	neu
S31918	雪佛兰创酷	neu
S31919	哈弗h2	neu
S31920	五菱宏光	pos
S31921	天籁	neu
S31922	现代	neg
S31923	探险者	neu
S31924	雷凌	pos
S31925	捷达	neu
S31926	宝马5系	neu
S31927	哈弗h6	neu
S31928	福美来	neu
S31929	特斯拉	neu
S31929	沃尔沃	neu
S31929	奔驰	neu
S31930	上海大众	pos
S31930	桑塔纳	pos
S31930	朗逸	pos
S31930	朗行	pos
S31930	帕萨特	pos
S31930	polo	pos
S31930	途观	pos
S31930	途安	pos
S31931	普拉多2700	neu
S31932	一汽丰田	neu
S31933	福瑞迪	neu
S31933	赛拉图	neu
S31934	威驰	neu
S31935	别克	neu
S31936	传祺gs4	neu
S31937	天籁	neu
S31938	东风标致	neu
S31938	308	neu
S31939	起亚kx5	neu
S31940	宝马	neu
S31941	别克	neu
S31942	奔驰e级	neu
S31943	蔚揽	neu
S31943	辉腾	neu
S31943	迈特威	neu
S31943	凯路威	neu
S31944	雪铁龙c3-xr	neu
S31945	林肯continental	neu
S31946	上汽大众	pos
S31947	长安	neu
S31948	奥迪a3	neu
S31949	雪佛兰	neu
S31950	法拉利f12berlinettavs	neu
S31950	奥迪rs7	neu
S31951	宝马5系	pos
S31952	宝骏e100	pos
S31953	北京现代	neu
S31954	北汽幻速s3l	pos
S31955	宝来	pos
S31956	奔驰	neu
S31956	桑塔纳	neu
S31957	长安	neu
S31957	cs35	neu
S31958	ix35	pos
S31959	奥迪a6	neu
S31960	长安福特	neu
S31960	福特翼虎	neu
S31961	长安cs15	neu
S31961	长安逸动	neu
S31962	一汽	neu
S31962	大众cc	neu
S31963	雅阁	neu
S31964	宝马	neu
S31965	一汽丰田	pos
S31966	大众	neu
S31967	昂科威	neu
S31967	途观	pos
S31968	启辰t90	neu
S31969	起亚智跑	neu
S31970	北京现代	neu
S31970	胜达	neu
S31971	雷凌	neu
S31972	别克	neu
S31973	哈弗	neu
S31974	君威	neu
S31975	奔驰c级	neu
S31975	c200l	neu
S31976	cs75	neu
S31976	cs15	neu
S31977	阳光	neu
S31978	威朗	neu
S31979	海马s5	neu
S31980	福特	neu
S31981	昂科威	neu
S31982	桑塔纳	neu
S31983	蒙迪欧	neu
S31984	cs75	neu
S31985	奇骏	neu
S31985	cx-5	neu
S31985	rav4	neu
S31985	crv	neu
S31985	翼虎	neu
S31986	奥迪a6l	neu
S31986	宝马5系	neu
S31987	本田	neu
S31987	马自达	neu
S31988	amg	neu
S31989	宝马	neu
S31990	广汽传祺	neu
S31991	哈弗	neu
S31992	gl8	neu
S31993	北京现代	pos
S31994	昂科威	neu
S31995	高尔夫	neu
S31996	广汽本田	neu
S31997	大众	neu
S31998	捷豹	pos
S31999	别克	neu
S32000	长城	neu
S32001	传祺gs4	pos
S32002	奥迪	neu
S32003	英菲尼迪m37	neu
S32004	起亚	neu
S32004	奔驰	neu
S32004	宝马	neu
S32005	途锐	neu
S32006	野帝	neg
S32007	别克昂科威	neu
S32008	逍客	neu
S32009	捷达	neu
S32010	奥迪	neu
S32011	本田	neu
S32011	思铂睿	neu
S32012	大众	neu
S32013	森林人	neu
S32014	捷达	neu
S32015	蒙迪欧	neu
S32016	jeep指南者	neu
S32016	jeep自由光	neu
S32017	哈弗h2	neu
S32018	起亚	neu
S32019	途胜	neu
S32020	沃尔沃	neu
S32021	起亚	neu
S32021	k2	neu
S32021	k5	neu
S32022	雷克萨斯	neu
S32023	捷达	neu
S32024	哈弗h2	pos
S32025	丰田卡罗拉	neu
S32026	奥迪a6	neu
S32027	福克斯	pos
S32028	朗逸	neu
S32029	昂克赛拉	neu
S32030	奥迪	neu
S32030	q5	neu
S32031	昂科威	neu
S32032	比亚迪	neu
S32033	福特野马	pos
S32034	高尔夫	neu
S32035	北京现代	neu
S32036	福特福睿斯	neu
S32037	飞度	pos
S32038	雷克萨斯es200	neu
S32039	浩纳	neu
S32039	雪佛兰科沃兹	neu
S32039	丰田致炫	neu
S32040	伊兰特	neu
S32041	捷达	pos
S32042	宝马	neu
S32043	奥迪	neu
S32044	逍客	neu
S32045	昂克赛拉	neu
S32046	宝来	neu
S32047	奥迪	pos
S32047	大众	neu
S32048	吉利美人豹	neu
S32048	宝马z4	neu
S32049	宝马x6	neu
S32050	本田思域	neu
S32051	速腾	neu
S32052	卡罗拉	neu
S32053	奥迪s5	neu
S32054	雷诺	pos
S32055	逸动	pos
S32056	宝马	neu
S32057	雪铁龙	neu
S32058	奥迪a4	neu
S32059	上汽大众	neu
S32060	铃木天语sx4	neu
S32061	玛莎拉蒂	neu
S32061	宝马	neu
S32062	奥迪a4l	neu
S32063	斯柯达昕锐	neu
S32064	奔驰e级	neu
S32065	大众	pos
S32066	标致2008	pos
S32067	ix35	neu
S32068	桑塔纳	neu
S32068	帕萨特	neu
S32069	宝马5系	neu
S32069	宝马7系	neu
S32070	起亚	neu
S32071	哈弗	pos
S32072	本田cr-v	neu
S32073	大众帕萨特	neu
S32074	宝马	neu
S32075	长安福特	neu
S32076	比亚迪	neu
S32077	途观	neu
S32078	爱丽舍	neu
S32079	一汽马自达	neu
S32080	晶锐	neu
S32081	宝骏730	neu
S32082	蒙迪欧	neu
S32083	奥迪	neu
S32084	福特	neu
S32085	丰田	neu
S32086	北现	neu
S32086	瑞纳	neu
S32086	悦纳	neu
S32087	科帕奇	neu
S32088	大众	neu
S32089	高尔夫	neg
S32090	马自达	neu
S32091	福克斯	neu
S32091	奥迪a6	pos
S32092	凯越	neu
S32093	比亚迪f3	neu
S32093	捷达	neu
S32094	北汽幻速s3l	neu
S32095	威霆	pos
S32096	长安马自达	neu
S32096	东风本田	neu
S32097	别克	neu
S32098	一汽丰田	neu
S32099	奥迪a4l	neu
S32100	沃尔沃	pos
S32101	宝来	neu
S32102	宝马	neu
S32102	7系	neu
S32103	长安汽车	neu
S32104	一汽奥迪	neu
S32104	q3	neu
S32105	福特	neu
S32106	奥迪a6	neu
S32107	梅赛德斯	neu
S32107	奔驰	neu
S32108	奥迪q7	neu
S32109	宝马	neu
S32109	奔驰	neu
S32110	凯迪拉克	neu
S32111	大众	neu
S32112	大众	neu
S32113	东风日产	neu
S32114	途安l	neu
S32115	东风日产	neu
S32116	凯迪拉克	neu
S32117	凯迪拉克xts	neu
S32118	雪佛兰	neu
S32118	科鲁兹	neu
S32119	雪铁龙	neu
S32120	奥迪a6l	neu
S32121	本田奥德赛	neu
S32122	丰田	neu
S32123	宝骏730	neu
S32124	比亚迪	neu
S32125	本田	pos
S32126	丰田威驰	neu
S32127	奥迪a6l	neu
S32128	奥迪	neu
S32129	高尔夫7	neu
S32130	马自达cx-4	neu
S32131	科鲁兹	neu
S32131	英朗	neu
S32131	宝来	neu
S32131	速腾	neu
S32131	卡罗拉	neu
S32131	马3	neu
S32131	明锐	neu
S32131	悦动	neu
S32131	世嘉	neu
S32132	天籁	neu
S32132	奔驰	neu
S32133	奥迪	neu
S32134	自由光	neu
S32134	昂克威	neu
S32135	福特	neu
S32136	雷诺	neu
S32136	东风	neu
S32137	君威	neu
S32138	起亚k2	neu
S32139	晶锐	neu
S32140	东风标致308	neu
S32141	奥德赛	pos
S32142	阿特兹	pos
S32142	马自达	neu
S32143	轩逸	neu
S32144	迈腾b8	neu
S32145	比亚迪	neg
S32146	凯迪拉克cts	neu
S32147	奇骏	neu
S32148	凯越	neu
S32149	哈飞路宝	neu
S32150	北汽幻速	neu
S32151	上海大众	neu
S32152	普拉多	neu
S32153	途观	neu
S32153	翼虎	neu
S32154	奥迪	neu
S32155	哈弗	neu
S32156	福克斯	neu
S32157	本田	neu
S32158	锐界	neu
S32158	翼虎	neu
S32159	雪铁龙c6	neu
S32160	英朗	neu
S32160	威朗	neu
S32161	朗逸	neu
S32161	宝来	neu
S32161	卡罗拉	neu
S32161	英朗	neu
S32161	朗动	neu
S32162	轩逸	neu
S32163	宝马	neu
S32163	奔驰	neu
S32163	凌志	neu
S32163	奥迪	neu
S32164	丰田	neu
S32165	路虎	neu
S32166	奥迪a7	neu
S32167	东风日产启辰	neu
S32168	北汽幻速	neu
S32168	s3l	neu
S32169	北汽幻速s3l	neu
S32170	吉利	neu
S32170	沃尔沃	neu
S32171	长安马自达	neu
S32172	别克	neu
S32173	宝马	neu
S32173	x2	neu
S32173	bmw	neu
S32174	北汽幻速	neu
S32175	东风标致	neu
S32176	英朗	neu
S32177	别克	neu
S32178	汉兰达	neu
S32178	福特锐界	neu
S32179	别克	neu
S32180	昂科威	neu
S32181	迈腾	neu
S32182	君威	neu
S32183	起亚kx5	neu
S32184	凯迪拉克	neu
S32185	东风雪铁龙	neu
S32186	奔驰gl	neu
S32186	奔驰s级	neu
S32186	奥迪	neu
S32187	迈锐宝	neu
S32188	哈弗	neu
S32189	宝马m8	neu
S32190	北汽绅宝	neu
S32191	丰田	neu
S32192	奥迪	neu
S32193	捷豹	neu
S32194	菲亚特	neu
S32195	沃尔沃	neu
S32195	xc40	neu
S32196	现代santacruzcrossover	neu
S32196	现代途胜	neu
S32197	凯迪拉克	neu
S32197	ct6	neu
S32198	启辰t90	neu
S32198	楼兰	neu
S32199	奥迪	neu
S32200	cs75	pos
S32201	奥迪a6l	neu
S32202	途锐	neu
S32203	君威	neg
S32204	别克凯越	neu
S32205	宝来	neu
S32206	宝马	neu
S32207	长安cs75	neu
S32208	伊兰特	neu
S32209	大众	neu
S32210	奥迪	neu
S32211	别克昂科拉	neu
S32212	宝马x1	neu
S32213	凌渡gts	neu
S32213	大众cc	neu
S32214	荣威350	neu
S32215	xts	neg
S32216	速腾	neu
S32217	宝马525li	neu
S32218	比亚迪秦	neu
S32218	荣威ｅ５５０	neu
S32219	大众	pos
S32220	北京现代	neu
S32221	起亚	neu
S32222	奥迪	neu
S32222	q5	neu
S32223	速派	neu
S32223	n5	neu
S32224	长安铃木	neu
S32225	奥迪	neu
S32226	天籁	neu
S32227	雪佛兰	neu
S32228	宝马	neu
S32229	哈弗h2	neu
S32230	东风标致	neu
S32231	福克斯	neu
S32232	帕萨特	pos
S32233	福克斯	neu
S32234	宝马x6	neu
S32235	天籁	neu
S32236	长安	neu
S32237	本田cbr300r	neu
S32238	捷豹	neu
S32239	广汽传祺	neu
S32240	速腾	neu
S32241	哈弗h6	neu
S32242	斯柯达明锐	neu
S32243	宝马x2	neu
S32244	尚酷r	neu
S32244	高尔夫r	neu
S32245	本田	neu
S32245	丰田	neu
S32245	起亚	neu
S32245	尼桑	neu
S32245	大众	neu
S32245	现代	neu
S32246	宝马320li	neu
S32247	雅阁	neu
S32248	丰田	neu
S32248	别克	neu
S32249	奥迪	neu
S32250	雅阁	neu
S32251	东风日产	neu
S32252	雅阁	neu
S32252	冠道	neu
S32253	卡罗拉	neu
S32254	东风标致	neu
S32255	夏利	neu
S32255	宝马3系	neu
S32256	福特	neu
S32257	丰田汉兰达	neu
S32258	蓝鸟sss	neu
S32259	本田	pos
S32260	福克斯	neu
S32260	绅宝35	neu
S32261	卡罗拉	neu
S32262	奇骏	neu
S32263	翼虎	neu
S32264	奥迪	neu
S32265	瑞风s3	neu
S32266	骊威	neu
S32267	纳智捷	neu
S32268	exp10speed6	neu
S32268	宾利	neu
S32268	欧陆gt	neu
S32269	广汽传祺gs4	neu
S32270	哈弗h2	neu
S32271	广汽honda	neu
S32271	雅阁	neu
S32272	宝马5系	neu
S32273	英朗	neu
S32274	雪佛兰	neu
S32274	赛欧	neu
S32275	c6	neu
S32275	雪铁龙	neu
S32276	比亚迪s6	neu
S32277	东风标致	neu
S32278	斯柯达	neu
S32279	途安l	pos
S32279	rav4荣放	neu
S32279	雅阁	neu
S32280	蒙迪欧	neu
S32281	福特翼博	pos
S32282	雷克萨斯	neu
S32283	君越	neu
S32284	雷克萨斯es	pos
S32285	天籁	neu
S32286	甲壳虫	neu
S32286	高尔夫	neu
S32287	奥迪	neu
S32288	辉腾	neu
S32288	宝马	neu
S32289	爱丽舍	neu
S32290	途胜	neu
S32291	北汽幻速	neu
S32292	雪佛兰乐风	neu
S32293	奥迪	neu
S32294	东风悦达起亚	neu
S32295	别克昂科拉	neu
S32296	科鲁兹	neg
S32297	奔驰s	neu
S32297	保时捷911	neu
S32297	玛莎拉蒂吉卜力	neu
S32297	兰博基尼飓风	neu
S32297	宾利欧陆gt	neu
S32297	布加迪威龙	neu
S32297	法拉利488gtb	neu
S32297	奥迪r8	neu
S32297	阿斯顿马丁拉共达	neu
S32298	三菱v73	neu
S32299	宝马	neu
S32300	宝马	neu
S32300	5系	neu
S32301	别克	neu
S32302	q5	neu
S32302	奥迪	neu
S32303	英朗	neu
S32303	威朗	neu
S32304	森雅r7	neu
S32305	凌渡gts	pos
S32306	长安	neu
S32307	启辰r30	neu
S32308	别克	neu
S32309	宝马	neu
S32310	帕杰罗	neu
S32310	三菱	neu
S32311	奇骏	neu
S32312	哈弗	neu
S32313	迈锐宝xl	neu
S32314	本田思域	neu
S32315	本田飞度	neu
S32316	朗逸	neu
S32317	众泰sr7	neu
S32318	宝马	neu
S32319	大众途安	neu
S32320	宝马三系	neu
S32321	宝马750li	neu
S32321	740li	neu
S32322	奔驰c级	neu
S32322	奔驰cla	neu
S32323	法拉利	neu
S32324	梅赛德斯奔驰	neu
S32325	别克	neu
S32325	君越	neu
S32326	起亚赛拉图	neu
S32327	福特	neu
S32328	别克	pos
S32329	迈腾	neu
S32330	北汽幻速s6cvt	pos
S32331	哈弗h6	neu
S32331	哈弗h6c	neu
S32331	奥迪q3	neu
S32332	奥迪	neu
S32333	朗逸	neu
S32334	哈弗	neu
S32334	哈弗h6	pos
S32335	斯柯达	neu
S32336	蒙迪欧	neu
S32337	宝骏730	neu
S32338	轩逸	pos
S32339	宝骏310	neu
S32340	迈锐宝xl	neu
S32340	雪佛兰	neu
S32341	雪铁龙c6	neu
S32342	雅阁	neu
S32343	迈腾	neu
S32343	君越	neu
S32343	东风雪铁龙c6	neu
S32344	奥迪	neu
S32345	卡罗拉	neu
S32346	英菲尼迪	neu
S32347	明锐	neu
S32348	飞度	neu
S32349	起亚福瑞迪	neu
S32350	途观	neu
S32351	上汽大众帕萨特	neu
S32352	昂科塞拉	neu
S32352	福克斯	neu
S32353	速派	pos
S32354	雷凌	pos
S32355	广汽丰田雷凌	neu
S32356	7系	neu
S32356	宝马	neu
S32356	5系	neu
S32357	福睿斯	neu
S32358	大众	neu
S32358	速腾	neu
S32359	奔驰	neu
S32359	宝马	neu
S32359	丰田	neu
S32360	凌渡自风230	neu
S32361	宝马x6	neu
S32362	法拉利	neu
S32362	f430	neu
S32363	飞度	neu
S32364	奥迪	neu
S32364	奔驰	neu
S32364	雪铁龙	neu
S32365	迈锐宝	neu
S32366	卡罗拉	neu
S32367	轩逸	neu
S32368	本田凌派	neu
S32369	奥迪q5	pos
S32370	雅阁9.5	neu
S32371	启辰	neu
S32372	宝骏730	neu
S32373	宝马x2	neu
S32374	别克	neu
S32375	锋范	neu
S32375	本田	neu
S32376	哈弗h2	neu
S32377	宝马	neu
S32377	奔驰	neu
S32378	宝骏730	neu
S32379	宝骏560	neu
S32380	凯美瑞	pos
S32381	奥迪	neu
S32381	奥拓	neu
S32382	高尔夫	neu
S32383	凯迪拉克atsl	neu
S32384	众泰	neu
S32385	福克斯	neu
S32386	宝马	pos
S32387	奥迪	neu
S32388	速腾	neu
S32389	奥迪	neu
S32390	翼虎	pos
S32391	捷达	neu
S32392	一汽大众	neu
S32393	别克	pos
S32394	丰田	neu
S32394	凯美瑞	neu
S32394	欧蓝德	neu
S32395	威驰	neu
S32396	大众朗行	neu
S32397	千里马	neu
S32398	奥迪	neu
S32399	奥迪a7	neu
S32400	大众polo	neu
S32401	迈锐宝	neu
S32402	飞度	neu
S32403	蒙迪欧	neu
S32404	本田雅阁	neu
S32405	宝马	neu
S32406	哈弗	neu
S32407	赛拉图	neu
S32408	宝来	neu
S32409	捷达	neu
S32410	斯柯达kodiaq	neu
S32411	夏利	pos
S32412	宝马	neu
S32412	奔驰	neu
S32413	长安福特	neu
S32414	丰田卡罗拉	neu
S32414	大众宝来	neu
S32415	锐界	neu
S32416	路虎	neu
S32417	高尔夫嘉旅	neu
S32418	凯翼x3	neu
S32418	长安cs35	neu
S32419	福克斯	neu
S32420	东风标致	neu
S32421	宝骏510	neu
S32422	别克	neu
S32423	宝马	neu
S32424	玛莎拉蒂	neu
S32425	帝豪gs	neu
S32426	迈锐宝	neu
S32427	奥迪a6l	neu
S32428	奥迪a6l	neu
S32429	起亚	pos
S32430	逍客	pos
S32431	锐界	neu
S32432	起亚k4	neu
S32433	宝马	neu
S32433	csconcept	neu
S32433	宝马7系	neu
S32434	大众phideon	neu
S32435	东风雪铁龙	neu
S32436	凯美瑞	neu
S32437	奥迪	neu
S32437	q5	neu
S32438	途胜	neu
S32439	东风雪铁龙	neu
S32439	c4l	neu
S32440	捷达	neu
S32441	雪佛兰	neu
S32442	雷克萨斯	neu
S32443	别克威朗	pos
S32444	斯柯达明锐	neu
S32445	途安	neu
S32446	帕萨特330	neu
S32447	天籁	neu
S32447	西玛	neu
S32447	奇骏	neu
S32447	天籁公爵	neu
S32448	奥迪a6	neu
S32449	宝来	neu
S32450	奥迪a6l	neu
S32451	宝马	neu
S32451	1系	neu
S32452	广汽三菱	neu
S32453	福克斯	neu
S32454	帕萨特	neu
S32455	大众	neu
S32456	斯巴鲁	neu
S32457	迈锐宝	neu
S32458	现代悦纳	neu
S32458	瑞纳	neu
S32459	丰田致炫	neu
S32460	雷克萨斯rx	neu
S32461	雨燕	pos
S32462	众泰	neu
S32462	sr7-gal	neu
S32462	众泰sr7	neu
S32463	广汽传祺	neu
S32463	gs8	neu
S32464	速腾	neu
S32465	别克	neu
S32466	宝马	neu
S32467	宝马320	neu
S32468	北京现代	neu
S32469	雷诺	neu
S32470	宝骏730	neu
S32471	audirs4	neu
S32471	mercedes-benzc63amg	neu
S32471	porsche911turbo	neu
S32471	奥迪rs6	neu
S32472	福特	neu
S32472	林肯	neu
S32473	宝马5系	neu
S32473	奔驰e系	neu
S32474	朗逸	neu
S32475	科鲁兹	pos
S32476	奥迪tts	neu
S32477	起亚k2	neu
S32478	英朗	neu
S32478	威朗	neu
S32479	飞度	neu
S32480	朗境	neu
S32481	逍客	neu
S32482	东风悦达起亚	neu
S32483	奥迪	neu
S32484	荣威	pos
S32485	北汽幻速	pos
S32485	幻速s2	pos
S32485	s3	pos
S32486	奥迪	neu
S32487	斯柯达	neu
S32488	宝骏560	neu
S32489	福特	neu
S32490	迈腾	neu
S32491	长安睿骋	neu
S32492	迈腾	neu
S32493	福克斯	neu
S32494	宝马760li	neu
S32495	卡罗拉	neu
S32496	凯美瑞	neu
S32497	长安	neu
S32498	法拉利	neu
S32499	宝马	neu
S32500	锐界	neu
S32501	哈弗h9	pos
S32502	五菱宝骏	neu
S32503	奥迪a4	neu
S32504	劳斯莱斯	neu
S32505	上海大众凌渡	neu
S32506	宝马	neu
S32506	5系li	neu
S32507	宝马	neu
S32508	长安马自达	pos
S32509	劳斯莱斯	neu
S32510	东风标致	neu
S32511	江淮iev5	neu
S32512	科帕奇	neu
S32512	雪佛兰	neu
S32513	梅赛德斯-奔驰	neu
S32514	宝马	neu
S32515	宝马	neu
S32516	别克	neu
S32517	宝马	neu
S32518	广汽传祺	neu
S32519	福特	neu
S32520	奥迪a6	neu
S32521	东风雪铁龙c6	neu
S32522	别克君威	neu
S32523	福特	neu
S32523	本田	neu
S32523	特斯拉	neu
S32524	长安	neu
S32525	福特f150	pos
S32526	凯迪拉克vday	neu
S32527	瑞风s3	pos
S32527	江淮	pos
S32528	广汽传祺	pos
S32529	宝马	neu
S32530	高尔夫	neg
S32531	长安	neu
S32532	奥迪	neu
S32533	飞度	neu
S32533	思域	neu
S32533	本田竞瑞	neu
S32534	斯柯达	neu
S32535	皇冠	neu
S32535	奔驰e级	neu
S32536	雪佛兰	neu
S32537	东风日产	pos
S32538	广汽传祺	pos
S32539	凯翼	neu
S32540	英朗	neu
S32541	悦动	neu
S32542	长安	neu
S32543	宝马x4	pos
S32544	雷克萨斯	neu
S32545	凯迪拉克ct6	neu
S32546	奥迪	neu
S32547	长安铃木	neu
S32548	广汽传祺	neu
S32549	日产骐达	neu
S32550	长安铃木	neu
S32551	哈弗h6	pos
S32552	海马s5	pos
S32553	宾利欧陆gt	neu
S32554	大众	neu
S32555	启辰r50x	neu
S32556	上海大众	neu
S32557	克莱斯勒	neu
S32558	东风标致2008	neu
S32559	丰田	neu
S32559	通用	neu
S32560	长安	neu
S32561	雪佛兰科鲁兹	neu
S32562	东风雪铁龙	neu
S32563	jeep自由光	neu
S32564	别克	neu
S32565	宝马	neu
S32566	比亚迪唐	neu
S32566	奥迪tts	neu
S32567	斯柯达	neu
S32568	奥迪a4l	neu
S32569	东风悦达起亚	neu
S32569	kx3	neu
S32570	奥迪a3	neu
S32571	启辰	neu
S32572	东风雪铁龙	neu
S32573	宝骏560	neu
S32574	马自达6	neu
S32575	长城	pos
S32575	长安	pos
S32575	广汽	pos
S32576	东风标致	pos
S32577	雪铁龙	neu
S32578	宝马	neu
S32579	雪佛兰	neu
S32580	桑塔纳	neu
S32580	大众奥迪	neu
S32581	大众夏朗	neu
S32582	本田	neu
S32583	斯巴鲁	neu
S32583	傲虎	neu
S32584	别克	neu
S32585	奥迪a6	pos
S32586	宝骏730	pos
S32587	福克斯	neu
S32588	海马m8	neu
S32588	马自达睿翼	neu
S32589	福特翼博	neu
S32590	长安	neu
S32591	轩逸	neu
S32592	君越	neu
S32593	观致	neu
S32594	宝骏560	neu
S32595	广汽丰田	neu
S32596	福特野马	neu
S32597	福特福克斯	neu
S32598	克鲁兹	neu
S32599	宝骏	neu
S32600	别克	neu
S32600	君越	neu
S32601	翼虎	neu
S32602	夏利	neu
S32603	广汽丰田	neu
S32604	大众	neg
S32605	cx-5	pos
S32605	迈腾	neu
S32606	雪佛兰	pos
S32607	迈锐宝xl	pos
S32608	东风日产	neu
S32608	本田	neu
S32608	丰田	neu
S32608	现代	neu
S32608	大众	neu
S32609	起亚智跑	neu
S32610	起亚kx5	neu
S32611	悦翔v7	neu
S32612	卡罗拉	neu
S32613	一汽丰田	neu
S32614	奔驰	neu
S32614	宝马	neu
S32615	凯美瑞	neu
S32616	本田锋范	neu
S32617	雪佛兰科沃兹	neu
S32618	昂科拉	neu
S32619	奥迪	neu
S32620	宝马	neu
S32621	别克	neu
S32622	法拉利	neu
S32622	保时捷	neu
S32622	兰博基尼	neu
S32622	gtr	neu
S32623	雪佛兰科帕奇	neu
S32624	福特	neu
S32625	奥迪	neu
S32626	广汽丰田	neu
S32627	雅阁	neu
S32628	宝马	neu
S32629	指南者	neu
S32630	速腾	neu
S32631	福特嘉年华	neu
S32632	宝马525	neu
S32633	别克	neu
S32634	昂科威	pos
S32635	沃尔沃	neu
S32636	北汽幻速	pos
S32637	长安	neu
S32638	福克斯	pos
S32639	广汽传祺	neu
S32640	思域	neu
S32640	奇骏	neu
S32641	汉兰达	neu
S32641	锐界	neu
S32642	奥迪	pos
S32643	宝马	neu
S32644	奥迪a6	neu
S32645	广汽丰田	neu
S32646	雪铁龙	neu
S32646	c4l	neu
S32647	威朗gs	neu
S32648	宝马	neu
S32649	别克君越	neu
S32650	北汽幻速h2	neu
S32651	世嘉	neu
S32652	普拉多	neu
S32653	楼兰	pos
S32653	帕萨特	neu
S32654	福特	neu
S32655	朗逸	neu
S32656	科鲁兹	neu
S32656	福克斯	neu
S32657	凯迪拉克	neu
S32657	沃尔沃	neu
S32658	别克	neu
S32659	奥迪a6	neu
S32660	福特	neu
S32660	翼虎	neu
S32661	铃木北斗星	neu
S32662	大众	neu
S32662	尚酷	neu
S32663	野马	neu
S32664	林肯	neu
S32664	奥迪a8	neu
S32665	马自达	pos
S32666	途观	neu
S32667	东风雪铁龙c6	neu
S32668	雪铁龙c3	neu
S32669	宝马	neu
S32670	奥迪a6	neu
S32671	君越	pos
S32672	起亚智跑	neu
S32673	汉兰达	neu
S32673	霸道	neu
S32674	皇冠	neu
S32675	兰博基尼	neu
S32675	法拉利	neu
S32676	大众	pos
S32677	本田cr-v	neg
S32677	rav4	neg
S32678	捷达	neg
S32679	骐达	neu
