SentenceId	View	Opinion
021746	猎豹汽车	pos
021745	高尔夫	neu
021743	速派	neu
021741	V2	pos
021740	速派	pos
021739	博越	pos
021735	北汽幻速	pos
021724	东风日产	pos
021711	上汽大众途观	pos
021709	途观	neu
021707	途观	neu
021697	桑塔纳	pos
021696	途安L	neu
021692	晶锐	pos
021686	Yeti	pos
021682	本田	neu
021675	奔驰	neu
021675	野马	neu
021674	威霆	pos
021673	凌渡	pos
021672	智跑	pos
021669	丰田	neu
021669	皇冠	pos
021666	斯柯达	pos
021661	日产	neu
021653	东风风度	pos
021650	上汽大众途观	neu
021637	奔腾b50	pos
021635	大众	neu
021635	奔驰	neu
021635	宝马	neu
021635	奥迪	neu
021630	速派	neu
021629	思域	pos
021626	凌渡	neu
021625	玛莎拉蒂	pos
021624	英朗	pos
021624	帝豪	pos
021624	轩逸	neu
021624	朗逸	pos
021624	捷达	pos
021621	朗逸	pos
021617	斯柯达速派	pos
021617	上汽大众	neu
021617	帕萨特	neu
021616	麦弗逊	neu
021611	途胜	pos
021610	帕萨特	neu
021610	迈腾	neu
021608	速派	pos
021604	奔驰	pos
021604	奥迪	pos
021603	昊锐	neu
021601	北京现代	neg
021601	索纳塔	neg
021600	别克	neu
021598	速派	pos
021597	雅阁	neu
021597	瑞虎7	neu
021597	奥迪	neu
021597	A4L	neu
021595	途观	neu
021595	博越	pos
021588	速派	pos
021582	奥迪	neg
021576	PoloGTI	neu
021570	大众	neu
021570	朗境	neu
021562	威驰	neg
021562	一汽丰田	neg
021562	丰田花冠	neg
021557	高尔夫	neu
021552	科鲁兹	neu
021541	现代	pos
021540	大众速派	pos
021539	一汽马自达	neu
021539	睿翼	neu
021539	马自达6	neu
021536	朗动	pos
021533	东风标致308	neu
021525	领动	pos
021525	索纳塔	pos
021525	北京现代	pos
021523	起亚	neg
021518	长安星卡	neg
021517	朗逸	pos
021515	斯柯达明锐	pos
021514	途胜	neu
021514	胜达	neu
021514	北京现代	neu
021514	ix35	neu
021513	英朗	neu
021513	朗行	neu
021510	丰田	neu
021510	爱信	neu
021476	帕萨特	pos
021475	速派	neu
021473	Jeep大切诺基	neu
021473	大众汽车	neu
021460	北汽幻速S3	neu
021460	S3L	neu
021455	斯柯达	neu
021452	奥迪A6L	neu
021452	A6L	neu
021451	朗逸	pos
021441	宝马535	neu
021441	E300	neu
021436	凌渡	pos
021435	途观	pos
021433	奥迪90	neu
021426	途观	pos
021423	凯越HRV	neu
021423	富康	neu
021423	昂科威	neu
021419	一汽丰田	neu
021419	酷路泽	neu
021419	VX	neu
021418	梅赛德斯	neu
021418	奔驰	neu
021417	科鲁兹	neu
021414	君越	neu
021413	大众	pos
021412	大众辉昂	pos
021407	和悦	neu
021404	途观	neu
021401	晶锐	pos
021400	帕萨特	neg
021391	捷达	neu
021391	明锐	neg
021385	宝马	neu
021385	MINI	neg
021383	上汽通用别克	neu
021383	凯越	neu
021368	起亚K5	neu
021368	起亚	neu
021368	K5	neu
021366	江淮	neu
021366	盖世	neu
021364	斯柯达明锐	neg
021362	途安L	pos
021361	斯柯达	pos
021356	大众	neu
021356	POLO GTI	neg
021351	速派	pos
021346	瑞风	pos
021346	江淮	pos
021344	凌渡	pos
021342	现代名图	neg
021341	本田哥瑞	neg
021333	昕锐	pos
021333	福特	neu
021333	福睿斯	neg
021321	大众	neg
021314	晶锐	pos
021311	沃尔沃	neu
021311	宝马	neu
021305	凌渡	pos
021281	凯越	pos
021279	广汽传祺	pos
021279	GS8	neu
021279	GS4	neu
021279	GA6	neu
021279	GA3S	neu
021277	广汽传祺GS8	neu
021273	福特汽车	neu
021267	雅阁	pos
021266	明锐	pos
021263	桑塔纳	neu
021263	尼桑产的M30	neu
021263	宝马740	neu
021241	308S	pos
021239	朗境	pos
021235	Yeti	pos
021233	北京奔驰GLK	neg
021229	夏利	neu
021229	桑塔纳	neu
021217	上海大众帕萨特	neg
021211	长安悦翔	neg
021207	奥迪Q5	neu
021206	大众	neg
021206	途观	neg
021205	大众PoloGTi	pos
021197	帕萨特B5	pos
021197	奥迪A6	pos
021193	凯越	pos
021189	斯柯达	pos
021182	大众Amarok	pos
021179	迈腾	pos
021173	长安	neu
021173	欧尚	neu
021173	欧诺	neu
021173	欧力威	neu
021173	CX70	neu
021170	桑塔纳	neu
021167	众泰大迈	neu
021167	大迈X7	neu
021167	大迈X5	neu
021166	途观	pos
021162	飞度	pos
021160	轩逸	neu
021160	朗行	neg
021160	卡罗拉	neu
021160	福克斯	neu
021154	奇瑞	neu
021154	力帆	neu
021154	江淮	neu
021154	吉利	neu
021150	明锐	pos
021148	斯柯达	pos
021145	X60	pos
021143	马自达	neu
021143	阿特兹	pos
021132	帝豪EC7	neu
021132	大众汽车	pos
021121	明锐	pos
021120	朗逸	pos
021112	速派	pos
021111	凌渡	pos
021103	众泰大迈X5	pos
021103	众泰T600	pos
021102	大众	neg
021097	凌渡	pos
021096	大众	pos
021096	polo	neu
021096	golf	pos
021095	三菱	neg
021093	凯迪拉克	neu
021093	PHEV	neu
021093	CT6	neu
021087	长安汽车	neu
021087	长安CX70	neu
021087	长安	neu
021087	欧尚	neu
021087	欧诺	neu
021087	欧力威	neu
021087	cx20	neu
021085	帕萨特	neg
021085	迈腾	neu
021085	奥迪	neu
021083	晶锐	pos
021078	Yeti	pos
021076	速派	pos
021074	众泰T600	pos
021074	比亚迪S7	neu
021074	智跑	neu
021074	北京现代ix35	neu
021073	东风标致408	neg
021067	长安之星	neu
021056	帝豪GL	neu
021054	宝马i3	neu
021049	途安L	pos
021047	大众朗行	pos
021046	帝豪GS	pos
021038	迈腾	pos
021037	大众朗逸	pos
021036	东风A9	neg
021032	科鲁兹	neu
021030	东风风神	neu
021030	L60	pos
021027	夏朗	pos
021023	朗境	neu
021022	奥迪	neu
021020	帕萨特	pos
021020	奥迪A6L	pos
021007	君越	pos
020997	锐界	neu
020997	汉兰达	neu
020997	TERAMONT	neg
020993	上汽大众凌渡	neu
020987	保时捷	neu
020987	Cayenne	pos
020980	斯柯达	pos
020980	Yeti	pos
020977	东风雪铁龙C4L	neg
020976	桑塔纳	neg
020974	大众	neu
020971	英朗	pos
020968	斯柯达速派	pos
020967	奥迪	neu
020962	辉昂	neu
020953	迈腾	pos
020952	吉利博越	pos
020952	吉利汽车	neu
020950	雷凌	neu
020949	途观	pos
020948	雷克萨斯LF-LC	pos
020948	丰田	neu
020948	FT-1	pos
020948	FT-HS	pos
020947	途观	pos
020936	北汽幻速h2	neg
020935	林肯Continental	neu
020933	一汽大众	neu
020933	上海大众	neu
020931	辉昂	pos
020930	兰博基尼	neg
020926	奔驰	neu
020926	宝马	neu
020926	奥迪	pos
020924	长安欧尚	neu
020916	帕萨特	neu
020916	迈腾	pos
020916	凯美瑞	neg
020911	途观	pos
020909	东风悦达起亚锐欧	neg
020898	途观	pos
020896	上汽大众朗境	neu
020894	奥迪	neu
020886	奥迪	neu
020885	斯柯达	neg
020883	帕萨特	neg
020883	迈腾	pos
020883	君越	pos
020879	X1	neg
020866	奥迪SQ5	neu
020864	大众	pos
020864	POLO GTI	pos
020862	途安	pos
020860	速派	pos
020857	帕萨特	neu
020854	途观	pos
020853	宝来	pos
020850	宝马	neu
020850	M30	neu
020850	桑塔纳	neu
020849	大众	neu
020846	途安L	pos
020841	英菲尼迪	neu
020841	讴歌	neu
020841	雷克萨斯	neu
020836	途观	pos
020823	一汽-大众	neu
020823	上汽大众	neu
020823	大众	neu
020822	MINI E	neu
020822	宝马	pos
020822	1系Active e(E82)	neu
020821	路虎	neu
020821	甲壳虫	neu
020820	五菱宏光	neu
020820	凯越	neu
020820	福克斯	neu
020820	H6	neu
020819	长安汽车	pos
020818	途安L	pos
020812	凯迪拉克	neu
020803	玛莎拉蒂	neu
020802	途观	neg
020793	途观	pos
020793	斯巴鲁	neu
020793	森林人	neu
020793	傲虎	neu
020793	Q3	neu
020782	Q5	pos
020779	赛欧	neu
020779	奔奔	neu
020779	QQ	neu
020779	FO	neu
020779	F2	neu
020778	奥迪Q5	neu
020778	奥迪	neu
020774	速腾	neu
020774	一汽-大众	pos
020762	mini	pos
020760	途观	pos
020758	斯柯达	neu
020752	五菱荣光	neu
020749	奔驰	neg
020746	宝马	neu
020744	途观	pos
020741	途观	neg
020734	宝马X1	neu
020731	途安L	pos
020725	领动	neu
020725	朗逸	neu
020725	科鲁兹	neu
020725	卡罗拉	neu
020721	尊荣	neu
020721	帕萨特	neu
020720	比亚迪唐	pos
020718	宝马	neg
020716	奥迪	neu
020715	凌渡	pos
020710	Polo GTI	pos
020709	丰田C-HR	neu
020709	一汽丰田	neu
020700	速派	pos
020699	凯迪拉克总统一号	neu
020679	奥迪	neg
020678	凯美瑞混动	neu
020667	明锐	neu
020666	克莱斯勒300C	pos
020666	宝马	pos
020666	奥迪Q5	pos
020666	奥迪A8L	pos
020660	凌渡	pos
020660	大众	neu
020657	迈腾	pos
020656	汉腾汽车	neu
020656	哈弗	neu
020655	北汽幻速H3	neu
020653	保时捷	neu
020652	途安L	pos
020650	大众	pos
020650	NEWPOLO	pos
020649	沃尔沃-XC60	pos
020648	长安	neu
020647	雪佛兰科沃兹	pos
020647	东风标致4008	pos
020647	奔驰	pos
020646	奇瑞	pos
020645	宝马i3	neu
020644	朗逸	pos
020640	朗行	pos
020634	威朗	neu
020634	凌渡	neu
020634	蓝鸟	pos
020634	昂克赛拉	neu
020631	帝豪GL	neu
020630	雷诺Duster	neu
020630	日产Terrano	pos
020628	昕锐	pos
020627	奇瑞	neu
020624	Q7	pos
020623	北京现代索纳塔领翔	neg
020620	奔驰	neu
020609	迈腾	neu
020609	大众	neu
020601	途观	neu
020598	自由光	neg
020597	朗逸	neg
020596	麦弗逊	neg
020594	斯巴鲁	neu
020593	Polo	neu
020580	明锐	pos
020579	Polo GTI	neu
020573	众泰T600	neu
020573	宝沃BX7	neu
020572	凌渡	pos
020568	自由光	pos
020568	昂科威	pos
020568	途观	neu
020567	上汽大众斯柯达晶锐	pos
020560	上海大众	neu
020560	Polo	pos
020559	New Polo	pos
020558	昕锐	pos
020557	明锐	pos
020551	帕萨特	pos
020551	a6	neg
020546	大众凌渡	pos
020541	宝马	pos
020541	QQ	neg
020540	雪佛兰科鲁兹	neu
020531	一汽大众	neg
020531	奥迪	neg
020530	晶锐	pos
020525	BMW	neu
020525	1系	pos
020524	桑塔纳	pos
020519	桑塔纳	neu
020519	凯越	neu
020519	捷达	neu
020518	奥迪	neu
020518	RS1	pos
020514	途观	pos
020510	帕萨特R	neu
020510	高尔夫R	neu
020510	PoloR	neu
020506	大众POLO	pos
020505	途观	pos
020503	速派	pos
020501	三菱蓝瑟	neg
020500	宝马740	neu
020498	雷克萨斯	neu
020494	玛莎拉蒂	neu
020494	蒂波151	neu
020490	悦达起亚	neu
020486	帕萨特	pos
020486	上汽大众	pos
020478	比亚迪	pos
020476	途安	neg
020470	东风雪铁龙	neg
020469	本田	pos
020466	大众POLO	neu
020465	斯柯达速派	pos
020461	速派	neu
020458	途安L	neu
020457	Polo GTI	pos
020447	绅宝	neu
020447	EV160	pos
020445	凯旋	pos
020438	东南DX7	neu
020435	本田	pos
020434	奥迪	neu
020433	沃尔沃	pos
020432	上汽	neu
020432	途观	pos
020425	大众	neu
020425	凌渡	pos
020425	辉昂	pos
020422	广汽本田	neu
020422	东风本田	neu
020422	本田	neu
020422	雅阁	neu
020420	英朗	pos
020420	朗逸	neu
020420	领动	neu
020420	卡罗拉	neu
020418	高尔夫	pos
020417	上汽通用	neu
020417	别克凯越	neu
020411	斯柯达	pos
020408	晶锐	pos
020403	上汽大众朗逸	pos
020403	朗逸	pos
020402	Passat	neu
020395	昌河北斗星	neg
020391	速腾	pos
020385	途观	pos
020384	思铂睿	pos
020383	比亚迪秦	pos
020382	宝马	pos
020382	BMW i	pos
020378	凯迪拉克	neu
020377	福特F150	pos
020373	速派	pos
020372	奔驰	neu
020372	宝马	neu
020372	GLS	neu
020372	GLE	neu
020372	GLC	neu
020372	GLA	neu
020372	E级	neu
020372	C级	neu
020372	CLA	neu
020369	宝马	neu
020359	X3	neu
020359	Q5	pos
020358	斯巴鲁	pos
020355	速派	pos
020355	迈腾	neu
020349	东风雪铁龙C3-XR	neu
020346	君越	neu
020344	大众	pos
020344	速腾	neu
020337	大众	pos
020336	荣威e550	pos
020336	荣威550	neu
020331	凌渡	pos
020322	英朗	pos
020305	C4L	neu
020305	桑塔纳	neu
020305	莲花	neu
020305	爱丽舍	neu
020303	途观	pos
020301	雷克萨斯	neu
020298	凌渡	pos
020297	途安L	pos
020296	众泰大迈	neu
020296	大迈X7	neu
020294	速派	pos
020294	迈腾	neu
020275	途观	pos
020273	途观	neu
020268	福克斯	neg
020268	长安福特	neg
020264	途观	pos
020254	帕萨特	pos
020252	东风日产	neu
020249	启辰晨风	pos
020247	速派	pos
020247	ats-l	neg
020246	途观	neu
020246	丰田霸道	neu
020238	帕萨特	pos
020233	保时捷panamera	neu
020232	朗逸	neu
020232	大众速腾	neu
020232	别克英朗	pos
020230	途观	pos
020229	东风标致	neu
020220	昕锐	pos
020220	爱丽舍	pos
020214	福克斯	pos
020213	速派	pos
020209	沃尔沃	pos
020208	进口大众迈腾	neg
020204	凯越	pos
020203	斯柯达明锐	pos
020202	明锐	neu
020201	君越	pos
020201	别克	neu
020200	途观	neu
020197	本田 CH125 Spacy	neu
020192	桑塔纳	pos
020190	捷达	neu
020189	宝马	pos
020189	奥迪	pos
020183	大众朗逸	neu
020182	雅阁	neu
020182	速派	neu
020180	斯柯达Yeti	pos
020175	君越	pos
020169	蒙迪欧	neu
020169	福特	neu
020167	途观	pos
020161	东风雪铁龙C4世嘉	neu
020153	大众	neu
020151	福特	neu
020149	大众	pos
020148	速腾	pos
020143	日产	neu
020143	丰田	neu
020143	本田	neu
020143	雷诺	neu
020143	马自达	neu
020143	战神GTR	neu
020133	途观XL	neu
020133	汉兰达	neu
020133	奥德赛	neu
020133	昂科威	neu
020133	KODIAQ	neu
020124	别克	neg
020124	GL8	neg
020115	速派	pos
020113	迈腾	pos
020105	上海大众	neu
020105	朗逸	pos
020104	朗逸	pos
020100	速派	pos
020100	斯柯达	neu
020091	雪佛兰迈锐宝XL	neu
020087	桑塔纳	neu
020087	奔驰	neu
020087	宝马	neu
020084	别克	neu
020083	凯美瑞	pos
020082	帕萨特	pos
020081	大众	pos
020081	辉昂	pos
020080	大众途观	pos
020079	北汽幻速	neu
020074	威驰	neu
020074	丰田	neu
020073	昕动	pos
020071	起亚	neu
020071	智跑	neg
020068	马自达	pos
020068	阿特兹	neu
020063	凌渡GTS	pos
020062	帕萨特	pos
020062	迈腾	pos
020060	斯柯达昕锐	neu
020060	铃木启悦	neu
020054	铃木利亚纳	neg
020053	高尔夫	pos
020051	Polo	pos
020050	雷凌	neu
020050	卡罗拉	neu
020050	RAV4	neu
020046	斯柯达	neu
020038	福特	neu
020026	沃尔沃360	neu
020023	大众	neu
020022	斯柯达昕锐	neu
020022	铃木启悦	neu
020021	途安L	pos
020016	老富康	neu
020016	斯柯达明锐	neg
020015	途安L	pos
020014	斯柯达	pos
020014	明锐	pos
020011	途观	pos
020004	帕萨特	neg
020004	凯美瑞	pos
020003	野马	neu
020000	迈腾	neu
019999	雷诺风朗	neg
019998	明锐	pos
019996	君越	neu
019995	上汽大众	neu
019991	帕萨特	neu
019991	辉腾	neg
019991	大众汽车	neu
019986	广汽传祺	neu
019986	GS8	neu
019985	一汽奥迪q3	neg
019984	大众朗逸	pos
019983	Yeti	pos
019979	奔驰	pos
019979	宝马	pos
019975	桑塔纳	neu
019975	凌度	neu
019975	Polo	neu
019975	朗逸	neu
019975	高尔夫	neu
019974	Yeti	pos
019969	翼神	neu
019969	evo	pos
019968	斯柯达	pos
019966	Polo	neu
019959	明锐	pos
019959	大众	pos
019957	东风标致	pos
019955	君越	neu
019954	路虎极光	neg
019954	路虎	neg
019954	ZF	neu
019953	328	pos
019951	朗逸	neg
019950	翼虎	pos
019950	途观	pos
019950	马自达CX-6	neu
019947	奥迪	neu
019947	大众	pos
019942	比亚迪F8	neg
019942	MG-TF	neg
019929	东风雪铁龙C4L	neg
019928	领动	neu
019928	宝来	neu
019927	途观	pos
019925	Polo GTI	neu
019923	途安	pos
019921	斯柯达Yeti	pos
019918	科鲁兹	pos
019913	凌渡	neu
019907	Polo GTi	neu
019906	奥迪	neu
019899	上海大众	neu
019899	朗逸	neu
019897	凌渡GTS	pos
019891	丰田LC76	neu
019890	明锐	pos
019888	奔驰	neu
019879	明锐	pos
019878	宝马	neu
019870	凌渡	pos
019869	夏利	neu
019867	别克	neu
019867	凯越	neu
019866	POLO	neu
019866	大众	neu
019865	丰田塞纳	pos
019864	大众	neg
019863	广汽传祺	neu
019863	GS8	pos
019861	明锐	neu
019858	郑州日产皮卡	neu
019858	楼兰	neu
019853	途安L	neg
019852	昕锐	pos
019851	凯美瑞	neu
019849	讴歌	neu
019849	迈腾	neu
019848	昕动	pos
019843	福特翼虎	neu
019840	途观	pos
019840	国光	pos
019832	途观	neu
019832	奇骏	neu
019829	途安	pos
019828	凌渡	pos
019826	威朗	neu
019820	长安CX70	neu
019820	风光580	neu
019819	起亚K2	pos
019817	大众	neu
019817	途观	neu
019816	马6	pos
019810	雪铁龙世嘉	neg
019798	英朗	neu
019797	Polo	neu
019796	君越	pos
019793	Polo GTi	neu
019792	途观	pos
019791	大众朗逸	pos
019786	英朗	neu
019784	明锐	neu
019784	比亚迪F3	neu
019776	飞度	pos
019768	众泰z500	neg
019764	昕动	pos
019761	尼桑	neu
019761	马自达	neu
019761	丰田	neu
019755	特斯拉	neg
019755	桑塔纳	neu
019751	大众	pos
019751	帕萨特	pos
019750	福克斯	pos
019749	绅宝d50	neg
019745	奔驰	pos
019745	宝马	neu
019739	速腾	neu
019735	大众	pos
019735	POLO	pos
019729	爱丽舍	pos
019718	华泰汽车	pos
019713	宝马	neu
019713	奥迪	neu
019713	POLO	neg
019703	一汽马自达	neu
019701	雪佛兰现乐风RV7	neu
019701	雪佛兰	neu
019697	轩逸	neg
019693	飞度	pos
019692	卡罗拉	neu
019691	丰田卡罗拉	neu
019683	途观	pos
019682	英朗	pos
019682	凯越	neu
019680	途观	neu
019678	爱丽舍	neg
019676	速派	pos
019671	哈佛H8	neu
019671	大众途观	neu
019670	大众的宝来	pos
019668	一汽大众CC	pos
019661	东风雪铁龙世嘉	neg
019653	途安	pos
019646	捷达	neu
019643	马自达6	pos
019637	马自达	neu
019637	速腾	neu
019637	凌度	neu
019637	哈佛	neg
019637	高尔夫	pos
019637	昂克赛拉	neu
019637	xrv	neg
019637	polo	neu
019637	c3xr	neg
019636	明锐	pos
019633	斯柯达速派	pos
019629	速派	neu
019629	迈腾	neu
019627	宝马	pos
019627	华晨	neg
019622	中华V3	neu
019622	江淮瑞风S3	neu
019622	宝骏560	neu
019606	途安L	pos
019602	速派	pos
019601	捷豹	neu
019599	广汽丰田	neu
019599	一汽-大众	neu
019599	广汽本田	neu
019599	东风悦达起亚	neu
019599	东风本田	neu
019599	北京现代	neu
019591	奥迪RS	neu
019589	Yeti	pos
019570	明锐	pos
019564	大众途安	neg
019561	宝马	neu
019557	途观	pos
019556	Q5	pos
019555	雪佛兰萨博班	neu
019553	LX 570	neu
019551	途安L	pos
019551	卡罗拉	neu
019549	途观	pos
019548	途观	neu
019548	3008	pos
019548	CR-V	neu
019548	308	neu
019544	大众	neu
019541	林肯	neu
019536	丰田	pos
019535	Yeti	pos
019532	奥迪	neu
019523	明锐	neu
019521	POLO	neu
019521	飞度	neu
019518	路虎	neu
019518	捷豹	neu
019516	长安	pos
019516	CS35	pos
019516	欧诺	pos
019516	欧尚	pos
019516	逸动	pos
019516	悦翔	pos
019512	途观	neg
019505	凌渡	pos
019500	帕杰罗	pos
019496	宝骏560	neg
019495	帕萨特	pos
019495	迈腾	pos
019493	长安	neu
019487	大众polo	neg
019479	上汽大众	neu
019479	Lamando凌渡	pos
019477	众泰T600	neg
019474	福特	pos
019473	尼桑	neu
019473	雷诺	neg
019473	标志	neu
019463	众泰T600	neu
019463	宝骏560	neu
019463	X55	pos
019462	上汽荣威	pos
019461	宝骏310	neu
019455	上汽大众斯柯达	neu
019455	Yeti	neu
019454	悦纳	pos
019445	昕动	pos
019443	科鲁兹	neg
019442	大众	pos
019439	大众	neg
019436	雷诺	neu
019427	猎豹-CS10	pos
019421	大众捷达	neu
019419	Polo GTi	neu
019414	凌渡	pos
019408	朗行	neu
019407	摩根4-4	neu
019407	奥迪RSQ5	neu
019407	奥迪RS3	neu
019407	奥迪R8	neu
019407	福特	neu
019402	途安Ｌ	pos
019401	MINI	neu
019399	途观	pos
019399	上汽大众	neu
019396	帝豪	neu
019387	永源A380	neg
019380	三菱	neu
019380	欧宝	neu
019380	福特	neu
019380	Fiesta嘉年华	neu
019380	Corsa雅鹿	neu
019379	起亚K2	pos
019378	别克·凯越	neu
019373	昕锐	neu
019369	大众	pos
019368	法拉利	neu
019368	F40	neu
019365	长安	neu
019365	悦翔V3	neu
019360	东南希旺	neg
019359	长安CS95	neu
019359	GS8	pos
019354	马自达	pos
019354	一汽马自达	pos
019354	CX-4	neu
019354	阿特兹	neu
019349	明锐	pos
019344	上汽大众	neu
019344	Polo GTI	neu
019342	奥迪	neu
019341	林肯	neu
019341	Mark VIII	pos
019340	五菱荣光	neg
019335	途安L	pos
019331	速派	pos
019329	东风标致308	neu
019327	君威	neg
019324	桑塔纳	neu
019323	朗动	neu
019319	途安	pos
019315	英朗	neu
019315	朗逸	neu
019315	朗动	neu
019312	大众	neu
019312	Tiguan	neu
019312	奥迪A5	neu
019309	Polo	neu
019307	别克	neu
019307	君越	neu
019303	朗逸	neg
019296	一汽-大众	neu
019294	铃木北斗星	neg
019292	丰田GT86	neu
019286	明锐	pos
019283	Yeti	pos
019279	东南DX7	pos
019279	宾尼法利纳	neu
019279	东南DX3	neu
019278	速派	neu
019278	迈腾	neu
019276	朗行	neu
019276	上汽大众	neu
019275	夏朗	neu
019275	蔚揽	neu
019275	甲壳虫	neu
019275	TIGUAN	neu
019274	桑塔纳	neu
019274	宝马5系	neu
019273	途安L	pos
019266	英朗	neu
019266	威朗	neu
019266	凯越	neu
019265	雅阁	pos
019265	速派	pos
019262	朗境	pos
019254	奥迪	pos
019249	途观	neg
019249	奇骏	pos
019245	途安L	neu
019243	奥迪	neu
019237	柳机五菱	pos
019237	俊风t26	neu
019228	V2	pos
019225	朗逸	neu
019217	东风日产	neu
019217	轩逸	pos
019207	奇骏	neu
019207	途观	pos
019206	大众	pos
019206	途观	pos
019205	东风风神	neu
019205	A60	neu
019204	速腾GLI	pos
019203	昕动	pos
019200	MX-5	neu
019197	捷豹	neu
019197	F-PACE	pos
019190	途观	pos
019186	宝马	neu
019180	途观	pos
019177	卡罗拉	neu
019177	比亚迪F0	neu
019175	上海大众	neu
019172	大众	neu
019166	朗逸	neg
019162	大众	neu
019161	大众	pos
019160	凌渡	pos
019158	别克	neu
019152	明锐	pos
019151	夏利	pos
019149	Yeti	pos
019144	保时捷	neu
019144	奥迪RS2	neu
019140	Lamando凌渡	pos
019138	POLO	pos
019133	玛莎拉蒂	neu
019133	宝马X6	neu
019131	东风雪铁龙	neg
019129	桑塔纳	neu
019129	捷达	neu
019129	风光	neu
019129	宝骏	neu
019127	东风风神H30	neg
019124	进口标致	neg
019111	斯柯达	pos
019107	金杯750	neg
019107	宏光S1	neg
019107	风光360	neu
019107	东风S500	neu
019107	370	pos
019104	途安L	pos
019096	凌渡	neu
019088	雪佛兰萨博班	pos
019087	双龙柯兰多	neg
019085	迈腾	pos
019082	三菱	neg
019075	明锐	pos
019071	现代索纳塔八	neg
019069	法拉利575M	neu
019067	凌渡	neu
019055	凌耀	pos
019055	凌渡	pos
019055	奥迪	neu
019053	雪佛兰	neu
019053	科沃兹	neu
019053	科鲁兹	neu
019046	桑塔纳	neu
019043	上汽大众	neu
019043	朗境	neu
019041	沃尔沃	pos
019041	途观	neg
019035	英朗	neu
019035	朗动	pos
019033	上汽大众	neu
019033	Cross桑塔纳	neu
019024	途观	neu
019017	广汽传祺	neu
019010	A6	neu
019007	英朗	neu
019004	奥迪A8	neu
018999	北京奔驰	neg
018999	E260L	neg
018996	奥迪	neu
018994	一汽-大众迈腾	neu
018980	大众	neu
018980	POLO	neu
018977	途观	pos
018975	斯柯达	pos
018972	东标	neg
018968	上海大众	neu
018968	Polo	neu
018961	斯柯达Yeti	pos
018959	途观	pos
018958	胜达	pos
018954	路虎	neg
018954	菲克	neg
018953	歌诗图	pos
018944	北汽幻速S3L	neu
018942	明锐	neg
018940	捷豹	neg
018921	众泰	neg
018921	大众	neu
018921	大迈X7	neg
018918	昕动	pos
018906	途观	neu
018905	奔驰	pos
018905	奥迪	pos
018904	英朗	neu
018904	别克	neu
018897	途观	pos
018893	速派	pos
018877	奔驰	pos
018877	奥迪	pos
018877	宝马	pos
018877	玛莎	pos
018877	保时捷911	pos
018875	途观	pos
018866	奥迪	pos
018861	昕动	neu
018856	捷达	pos
018856	大众	pos
018855	斯柯达	pos
018852	BMW	pos
018847	帕萨特	pos
018839	明锐	pos
018833	东风日产	neu
018832	途观	neg
018831	大众	pos
018831	CrossPolo	pos
018822	讴歌	neg
018819	比亚迪	neu
018818	哈弗H7	neu
018817	宝马	pos
018816	宝马	neu
018816	740e	pos
018816	330e	neu
018816	225xe	neu
018814	斯柯达明锐	neg
018810	速派	pos
018805	胜达	neu
018805	桑塔纳	neu
018805	奔驰SLC	neu
018805	瑞风第三代	neu
018805	宝马i3	neu
018794	速派	pos
018793	大众	pos
018790	福特野马GT350R	neu
018784	福克斯	neu
018771	308	neg
018771	东风标致	neg
018762	Honda	neu
018762	理念S1	pos
018760	宝马116	neg
018759	普桑	neg
018756	朗逸	pos
018752	大众夏朗	neg
018748	迈腾	pos
018747	老奇骏	neu
018746	DS 5LS	neu
018746	DS 4S	pos
018745	途观	neg
018744	颐达	neu
018744	大众	pos
018724	上汽大众	pos
018722	卡罗拉	pos
018717	哈弗H2	pos
018714	速派	pos
018710	江淮	pos
018706	途安L	pos
018699	x6	pos
018697	宝马i3	neu
018694	斯柯达	neg
018693	途观	neg
018689	广汽丰田	neu
018682	悦悦	neg
018671	沃尔沃XC60	neg
018669	Yeti	pos
018668	速派	neu
018665	桑塔纳	neu
018665	朗逸	neg
018665	捷达	neu
018665	大众	neu
018665	宝来	neu
018663	大众	neg
018653	福特E450	pos
018648	大众途观	neg
018644	梅赛德斯·奔驰	neu
018644	保时捷	neu
018644	FCC	neu
018644	C88	neu
018638	别克	neg
018635	凯越	neu
018635	别克	neu
018632	大众	neu
018632	途观	pos
018631	五菱	neu
018631	风光	neu
018629	福特F150	pos
018627	奥迪	neu
018626	雪佛兰	neg
018611	昕动	pos
018610	凌渡	pos
018609	奔驰	pos
018609	宝马320Li	pos
018609	昂科威	neg
018608	北汽	neu
018608	轩逸	pos
018608	朗逸	pos
018605	途观	pos
018605	大众	pos
018604	长安汽车	neu
018604	上汽通用	neu
018604	上汽大众	neu
018604	东风日产	pos
018604	北京现代	neu
018603	明锐	pos
018600	速派	pos
018595	上海大众	pos
018595	桑塔纳	pos
018588	大众	neu
018584	桑塔纳	neu
018584	凯美瑞	neu
018581	宝马730	neu
018580	途安L	pos
018578	英朗	pos
018577	奥迪	neg
018573	罗兰加洛斯	neu
018572	斯柯达明锐	pos
018569	上海大众斯柯达	neg
018567	大宇	neu
018567	Lacetti	neu
018566	吉利	neu
018566	北汽幻速	neu
018560	江淮汽车	neu
018560	恒悦	neu
018556	启辰R50	neg
018549	三菱帕杰罗	neg
018547	宝马	neu
018542	凌渡	pos
018540	大众	neu
018537	途观	pos
018535	大宝	pos
018530	斯柯达 Yeti	neu
