SentenceId,View,Opinion
104827,凯迪拉克,neu
104828,梅赛德斯-奔驰b级,neu
104829,雅阁,neu
104830,梅赛德斯-奔驰,pos
104832,迈巴赫,neu
104833,途观,pos
104834,大众jetta,pos
104835,福特锐界,neu
104836,英菲尼迪qx70,neu
104837,威朗,neu
104838,rav4荣放,neu
104839,雅阁,pos
104840,途观,pos
104841,长安cs75,neu
104842,长安福特,neu
104843,北汽幻速s3l,neu
104844,迈腾,neu
104845,大众,pos
104846,江淮,neu
104846,大众,pos
104846,上汽大众,neu
104846,一汽大众,neu
104847,轩逸,neu
104848,jeep大切诺基srt,neu
104848,jeep大切诺基,neu
104849,福特翼博,neu
104849,现代i30,neu
104849,大众polo,neu
104850,索纳塔九,neu
104851,景逸x5,pos
104851,景逸x5奇骏,pos
104852,别克凯越,pos
104852,别克英朗,neu
104852,朗逸,pos
104853,长安福特,neu
104854,奥拓,pos
104855,速派,pos
104856,帕萨特,pos
104856,大众,pos
104858,途观,pos
104859,昂科威,pos
104860,雪佛兰,neu
104861,保时捷,neu
104861,porsche,neu
104862,昂科威,pos
104863,凌渡,pos
104863,polo,pos
104864,卡宴,neu
104864,保时捷,neu
104865,广汽传祺,neu
104866,普拉多,neu
104867,速派,neu
104868,布加迪威龙,neu
104869,宝马,pos
104870,广汽丰田a8,neu
104871,朗逸,neu
104872,比亚迪帝豪桑塔纳,neu
104874,帝豪GS,neu
104875,福特野马,neu
104876,大奔,neu
104876,天籁,neu
104877,丰田,neu
104877,雷克萨斯,pos
104878,朗动,neu
104878,威驰,neu
104879,大众,neu
104879,一汽大众,neu
104879,众泰,neu
104879,丰田,neu
104879,北汽,neu
104879,林肯,neu
104880,奥迪a4l,pos
104881,长安cs95,neu
104881,长安,neu
104881,长安cs55,neu
104882,宝马,pos
104883,奥迪a4a6,neu
104884,奥迪a6l,neu
104885,宝马,neu
104885,奥迪a6l,neu
104885,奔驰,neu
104886,起亚,neu
104887,宝马,pos
104888,途观,neu
104889,雪铁龙爱丽舍,neu
104890,b7迈腾,neu
104891,雪铁龙c6,neu
104892,宝马,neu
104893,上海大众斯柯达,pos
104893,newsuperb速派,pos
104894,广汽传祺,pos
104894,传祺gs4,pos
104894,瑞虎7,pos
104895,梅赛德斯-奔驰,pos
104896,雅阁,neu
104897,汉兰达,neu
104898,福特,neu
104899,上海大众,neg
104900,长安欧尚,pos
104900,nigelburton,pos
104901,福特探险者,neu
104902,桑塔纳,neu
104903,北汽幻速,neu
104904,a4,pos
104904,奥迪,pos
104905,速腾,neu
104905,明锐,pos
104907,幻速s3l,pos
104908,昂科威,pos
104909,宾利,neu
104910,宝骏730,neu
104911,现代索八,neu
104912,保时捷,neu
104912,panamera,neu
104913,轩逸,neu
104913,卡罗拉,neu
104914,骐达,pos
104915,东风标致308s,neu
104915,东风标致,neu
104916,吉利,pos
104916,帝豪,pos
104917,宝马,neg
104917,M6,neg
104917,M5,neg
104918,途观,pos
104918,大众途观,pos
104918,上汽大众,pos
104919,速派,pos
104920,逸动,neu
104921,思域,neu
104922,长安悦翔V7,pos
104923,胜达,neu
104924,广汽丰田,neu
104927,缤智,pos
104928,迈腾,neu
104929,奔腾x80,neg
104930,途观,neu
104931,福美来,neu
104933,奥迪,neu
104935,雷克萨斯,neu
104935,lexus,neu
104936,众泰t600,neu
104936,哈弗h6,neu
104936,cs75,neu
104936,比亚迪s7,neu
104937,江淮,neu
104938,野帝,neu
104939,type57galibier,neu
104939,布加迪,neu
104940,宝马5系,neu
104941,雷凌,neu
104941,昂克赛拉,neu
104942,蓝鸟,neu
104943,北汽道达,neu
104943,北京奔驰,neu
104943,北汽比速,neu
104944,铃木,pos
104945,宝马,neu
104946,别克,neu
104947,众泰t600,pos
104948,雪弗兰,neu
104948,福特野马,neu
104949,宝马,neu
104951,探险者,pos
104952,雪佛兰,neu
104954,奔驰s级,pos
104954,宝马7系,pos
104955,现代瑞纳,neu
104956,奔驰s级,neu
104956,7系,neu
104956,宝马7系,neu
104957,奥迪a3,neu
104958,大众,neu
104959,瑞风s3,neu
104960,奥德赛,pos
104960,艾力绅,pos
104961,道奇,neu
104961,508,neu
104962,大众,neg
104963,速派,neu
104963,雅阁,neu
104964,k5,pos
104965,雷克萨斯,neu
104966,宝马,neu
104966,m3,neu
104966,m4,neu
104967,北汽幻速,neu
104969,大众,neu
104969,Passat,pos
104970,奥迪a6l,neu
104970,丰田皇冠,neu
104971,起亚,neu
104972,长安,neu
104972,奔奔ev,neu
104973,君越,neu
104974,帝豪gs,pos
104975,雪铁龙cxperience,neu
104976,福特f-450,pos
104977,五菱,neu
104978,长安欧尚,neu
104979,斯巴鲁,neu
104980,奔驰,neu
104981,大众,pos
104981,速派,pos
104982,上海大众朗逸,neu
104983,长安铃木,neu
104984,宝来,neu
104985,比亚迪秦,neu
104985,思域,neu
104986,帕萨特,neu
104986,英菲尼迪,neu
104986,辉腾,neu
104986,奇瑞,neu
104986,m3,neu
104987,cs75,neu
104988,奥迪r8,neu
104989,宝骏560,neu
104989,宝骏,neu
104991,红旗h7,neu
104991,大众,neu
104992,嘉旅,neu
104993,vios威驰,neu
104994,大众,neu
104994,迈腾,neu
104995,广汽丰田,neu
104997,长安马自达,neu
104998,菲亚特,pos
104999,广汽传祺,neu
105001,宝俊560,neu
105001,哈弗h6,neu
105002,福特,neu
105003,别克别克,neu
105003,别克,neu
105004,汉兰达,neu
105005,荣威,pos
105006,长安,neu
105007,大众,neu
105008,菲亚特克莱斯勒,pos
105009,tiguan,neu
105010,速腾,neu
105011,速派,pos
105011,斯柯达,pos
105012,雷克萨斯,neu
105013,和悦a3,neu
105013,和悦,neu
105013,瑞风s3,neu
105013,瑞风s2,neu
105013,瑞风s5,neu
105014,广汽传祺,neu
105015,c3-xr,neu
105016,奇瑞瑞虎5、风神ax7,neu
105016,猎豹cs10,neu
105017,大众,pos
105018,别克,pos
105019,林肯大陆continental,neu
105019,迈巴赫60l,neu
105019,qx60,neu
105019,英菲尼迪,neu
105019,a4l,neu
105019,玛莎拉蒂,neu
105019,奥迪,neu
105020,amggts安,neu
105020,梅赛德斯-amggtsdtm,neu
105021,途观,pos
105022,宝马,neu
105023,雷克萨斯nx,neu
105023,汉兰达,neu
105024,长城,neu
105024,奥迪,neu
105025,宝马,neu
105025,奔驰,neu
105025,a3k5,neu
105026,大众,neu
105027,迈腾,neu
105028,宝骏730,pos
105029,酷宝,pos
105030,东风风神,neu
105031,幻速s3l,pos
105032,Polo,pos
105033,致炫,pos
105033,飞度,pos
105034,宝马x5,neu
105034,奥迪q7,neu
105034,奔驰gls,neu
105035,大众,neu
105035,朗逸,neu
105035,ea211,neu
105036,飞度,neu
105037,雪佛兰,neu
105039,奥迪,neu
105040,本田,neu
105041,丰田,neu
105041,凯美瑞,neu
105042,东风日产,neu
105043,宝骏310,pos
105044,福睿斯,neu
105045,现代,neu
105046,骐达,neu
105047,奥迪a6l,neu
105047,奥迪,neu
105048,宝马320Li,pos
105048,昂科威,pos
105048,奔驰,pos
105048,奔驰C200L,pos
105048,宝马320,pos
105049,威朗,pos
105050,上汽,neu
105050,荣威,neu
105051,辉腾,neu
105052,凯越,neu
105053,朗动,neu
105053,福克斯,neu
105054,宝马,neu
105054,i8,neu
105055,汉兰达,neu
105055,途锐,neu
105056,汉兰达,neu
105056,冠道,neu
105058,奔腾b50,pos
105058,一汽奔腾,pos
105059,k3,neu
105059,科鲁兹,neu
105060,野马,pos
105060,福特,pos
105061,奥迪a3,pos
105061,奥迪,pos
105061,q3,pos
105061,a3,pos
105062,本田思域,neu
105063,速腾,neu
105064,V8,pos
105065,奔驰,neu
105065,兰德酷路泽,neu
105065,丰田,neu
105065,奥迪,neu
105065,普拉多,neu
105065,路虎,neu
105066,现代i30,neu
105067,昂科拉,neu
105067,昂科威,neu
105068,奥迪a3,neu
105069,雷凌,neu
105070,英朗,neu
105071,奥迪,neu
105072,雷克萨斯,neu
105073,广汽,neu
105073,广汽丰田,neu
105073,广汽本田,neu
105074,凌渡gts,neu
105074,大众cc,neu
105075,金牛座,neu
105075,翼虎,neu
105075,福睿斯,neu
105075,福克斯,neu
105076,东风日产,neu
105077,劳斯莱斯,neu
105078,奥德赛,pos
105079,迈锐宝,neu
105079,索八,pos
105079,速派,pos
105079,蒙迪欧,neu
105081,蓝鸟,pos
105082,高尔夫,neu
105083,别克,pos
105084,斯柯达,neu
105084,superb,neu
105084,速派,pos
105084,kodiaq,pos
105085,大众,neu
105086,凯迪拉克,neu
105086,奥迪a4,neu
105086,奥迪,neu
105087,宝马,neu
105088,天籁,neu
105089,揽胜,neu
105091,思域,neu
105091,东风本田,neu
105092,英菲尼迪,neu
105092,qx30,neu
105093,c5,neu
105093,c6,neu
105094,帝豪gl,neu
105094,帝豪,neu
105095,夏利,neu
105096,长安,neu
105097,帝豪gl,neu
105097,吉利,neu
105098,翼虎,neu
105099,宾利飞驰,neu
105101,哈弗H2,pos
105102,amg,neu
105103,广汽传祺,neu
105104,途锐,neu
105105,哈弗,neu
105105,cc646,neu
105106,宝马,neu
105106,奔驰,neu
105106,特斯拉,neu
105107,上海大众polo,neu
105107,一汽大众宝来,neu
105107,一汽大众迈腾,pos
105108,速派,neu
105108,斯柯达,neu
105109,奔驰,neu
105109,威霆,neu
105110,卡罗拉,neu
105111,桑塔纳2000,neu
105112,梅赛德斯-奔驰,neu
105113,红旗,neu
105114,逍客,neu
105114,大众,pos
105114,本田,neu
105114,日产,neu
105114,斯柯达速派,pos
105114,丰田,neu
105115,奥迪,neu
105117,cc,neu
105117,迈腾,neu
105118,长安cs75,pos
105119,本田雅阁,neu
105120,a3,neu
105120,大众,neu
105121,长安福特,neu
105122,奥迪,neg
105123,布加迪Chiron,neu
105124,保时捷,pos
105125,夏利,neu
105125,致炫,neu
105126,福特,neu
105127,雷克萨斯rx270,neu
105128,大众,neu
105129,凯美瑞,neu
105129,福特蒙迪欧,neu
105130,xc90,pos
105130,沃尔沃,pos
105130,s90,pos
105131,别克,pos
105132,哈弗,neu
105132,哈弗h1,neu
105134,长安cs75,pos
105135,速派,pos
105136,幻速s3l,pos
105138,英菲尼迪qx50,neu
105139,福特翼虎,neu
105140,起亚k3,neu
105141,大众,neu
105142,阿尔法罗密欧giulia,neu
105144,晶锐,pos
105145,轩逸,pos
105146,雅阁,neu
105146,广汽本田,neu
105147,东风日产,neu
105148,英菲尼迪,neu
105149,宝来,neu
105150,轩逸,neu
105151,辉昂,neu
105151,大众,neu
105151,Phideon,neu
105152,polo,neu
105152,大众polo,neu
105152,大众,neu
105154,传祺gs4,pos
105155,帕萨特,pos
105156,宝马,neu
105156,夏利,neu
105157,别克,neu
105158,奔驰c级,neu
105158,宝马3系,neu
105159,帕萨特,neu
105160,凯迪拉克,neu
105161,皇冠,neu
105162,昕动,pos
105163,兰博基尼,neu
105164,奔驰s级,pos
105164,奔驰e级,pos
105165,雷克萨斯es200,neu
105166,奔驰,neu
105167,瑞风s2,neu
105168,奇瑞,neu
105168,大众甲壳虫,pos
105169,宝马mini,neu
105169,mini,neu
105170,哈弗h7,neu
105171,宝马,neu
105171,奔驰,neu
105171,桑塔纳,neu
105171,宾利,neu
105172,本田思域,neu
105173,途观,neu
105173,大众,neu
105174,丰田,neu
105174,比亚迪,neu
105175,三菱,neu
105176,威朗,pos
105176,别克威朗,pos
105177,昂克赛拉,neu
105178,东风日产,neu
105179,东风日产,neu
105181,奥迪,neu
105182,高尔夫6,pos
105183,菲亚特,neu
105184,宝马,pos
105185,本田cr-v,neu
105185,福特翼虎,neu
105186,宝马,neu
105187,奥迪,neu
105188,途观,neu
105189,s3,neu
105189,瑞风s3,neu
105190,途安L,pos
105191,途观,neu
105192,大众,neu
105193,天籁,neu
105194,斯柯达明锐,pos
105195,悦翔v7,pos
105196,别克,neu
105197,五十铃,neu
105197,通用,neu
105197,福特,neu
105198,长安,neu
105199,东风裕隆,neu
105199,纳智捷优6,neu
105200,大众,neu
105201,五菱之光金杯,neu
105202,东风日产,neu
105203,朗逸,pos
105204,福特翼虎,pos
105205,福特,neu
105205,大众,neu
105205,蒙迪欧,neu
105206,路虎,neg
105207,奥迪r8,neu
105207,奥迪,neu
105207,r8,neu
105208,本田飞度,neu
105209,昕锐,neu
105210,特斯拉model3,neu
105211,宝马,neu
105212,北京现代,neu
105213,奥迪tts,neu
105214,讴歌,neu
105215,凯迪拉克xt5,neu
105216,萨博,neu
105216,北汽,neu
105216,绅宝自200,neu
105216,绅宝,pos
105217,富康,neu
105218,ix35,neu
105219,丰田,neu
105220,捷达,pos
105221,别克gl8,neu
105221,gl8,neu
105223,长安,pos
105224,奥德赛,neu
105225,凌渡,pos
105227,轩逸,pos
105228,本田雅阁,neu
105229,本田cr-v,neu
105229,本田,neu
105229,cr-v,neu
105230,北京现代悦纳,pos
105231,鸿达,neu
105231,长安,neu
105232,大众晶锐,neu
105233,朗动,neu
105234,奥迪q7,neu
105235,标致408,pos
105236,f3,neu
105236,比亚迪f3,neu
105237,长安,neu
105238,宝马,pos
105238,捷豹,pos
105239,宝马,neu
105239,奔驰,neu
105240,英朗,neg
105242,宝马,neu
105243,宝马,neu
105244,梅赛德斯-奔驰s级,neu
105245,东风风神,neu
105246,宝马r1200gs,neu
105247,福特,neu
105248,吉利博越,pos
105248,荣威rx5,pos
105250,轩逸,neu
105251,宝马,neu
105252,君威,neu
105252,英朗,pos
105252,君越,pos
105253,骐达,pos
105255,奥迪Q7,pos
105257,宝马,neu
105258,帕萨特,neg
105258,领驭,neg
105259,凯美瑞,neu
105259,锐志,neu
105260,东风标致,neu
105261,朗动,pos
105261,领动,neu
105262,斯柯达,neu
105263,日产轩逸,neu
105264,长安,neu
105265,丰田埃尔法,neu
105266,蒙迪欧,neu
105267,宝马,neu
105267,宝来,neu
105268,320li,neg
105269,奥迪,neu
105270,现代,neu
105270,起亚,neu
105270,索纳塔,neu
105273,凌渡GTS,neu
105274,一汽,neu
105274,红旗,neu
105275,本田思域,pos
105276,途观,pos
105277,宝骏310,neu
105278,雪铁龙爱丽舍,neu
105279,途安L,pos
105280,速腾,neu
105281,本田,neu
105281,雅阁,neu
105282,福克斯,pos
105283,朗境,pos
105284,奔驰,neu
105284,奥迪,neu
105285,迈腾,neu
105286,长安福特,neu
105288,帕萨特,neu
105289,蒙迪欧,neu
105290,迈腾,neu
105291,斯柯达,pos
105292,东风日产,neu
105292,北京现代,neu
105292,大众,neu
105292,通用,neu
105292,长安福特,neu
105293,迈腾,neu
105294,宝马,neu
105295,昂科威,neu
105296,腾势,neu
105296,丰田凯美瑞,neu
105296,现代伊兰特,neu
105296,别克gl8,neu
105296,长安逸动,neu
105296,北汽ev160,neu
105297,smart,neu
105298,上海大众斯柯达,pos
105298,斯柯达,pos
105299,现代,neu
105299,起亚,neu
105300,捷达,neu
105300,大众,neu
105300,迈腾,neu
105301,科鲁兹,neu
105301,cc,neu
105302,北京现代名图,neu
105303,雅阁accord锐,neu
105304,大众,neu
105305,奇骏,neu
105305,东风风度MX6,neu
105306,众泰,pos
105307,标致,neu
105307,东风标致308,neu
105308,途安l,pos
105308,奥德赛,pos
105308,汉兰达,pos
105309,福特蒙迪欧,pos
105311,昂科威,neu
105313,帕萨特,pos
105313,迈锐宝xl,pos
105315,一汽,neu
105315,大众,neu
105316,速派,pos
105317,福克斯RS,neu
105318,威驰,pos
105319,东风本田竞瑞,neu
105320,斯巴鲁森林人,neu
105321,哈弗,neu
105322,昕动,neu
105323,英菲尼迪,pos
105324,长安,neu
105325,奥迪a4l,pos
105326,长安,neu
105326,长安cs35,neu
105326,a6,neg
105327,s6,neu
105327,奔驰gl450,neu
105327,奔驰glk350,neu
105328,迈锐宝,neg
105329,途观,neu
105330,雷诺,neu
105331,昂科威,neu
105331,别克,neu
105332,宝马x3,neu
105333,途观,pos
105334,gk5,neu
105334,飞度,neu
105335,丰田,neu
105336,布加迪威龙,pos
105336,phideon辉昂,neu
105337,奔驰,neu
105337,威霆,neu
105338,英朗,neu
105339,别克,neu
105340,传祺gs4,neu
105341,本田,neu
105342,宝马,neu
105344,萨博,neu
105346,大众凌渡,pos
105347,东风悦达起亚,neu
105348,东风日产,neu
105349,三菱,neu
105349,福特,neu
105349,雪弗兰,neu
105349,尼桑,neu
105350,众泰t600,pos
105350,哈弗h6,pos
105351,东风雪铁龙世嘉,neg
105353,现代,pos
105354,科鲁兹,neu
105355,宝马m4,pos
105356,东风雪铁龙c4l,neu
105357,科鲁兹,neu
105358,海马,neu
105360,北汽幻速s3l,neu
105361,北京现代,pos
105363,黄海,neu
105363,一汽奔腾,neu
105364,长安,neu
105364,长安cs75,neu
105365,吉姆尼,neg
105366,宝来,neu
105367,xf,pos
105368,上海大众,neu
105370,威朗,pos
105370,别克,pos
105371,宝马,neu
105372,猎豹,pos
105373,奥迪q5,neu
105374,宝马,neu
105375,保时捷,neu
105376,长安,neu
105376,东风本田,neu
105377,卡罗拉,neu
105378,哈弗,neu
105378,哈弗h5,neu
105379,一汽奥迪Q3,neg
105380,斯柯达明锐,neu
105381,皇冠,neu
105382,东风悦达起亚,neu
105383,标致雪铁龙,neu
105384,英菲尼迪qx30,neu
105385,桑塔纳,neu
105386,奥迪a4l,pos
105387,哈弗,pos
105387,哈弗h6,pos
105388,明锐,pos
105389,佳美,pos
105389,九代雅阁,pos
105389,雅阁,pos
105391,朗逸,pos
105392,名图,neu
105393,Cross Polo,pos
105394,长安铃木,neu
105395,启辰,neu
105396,宾利飞驰,neu
105397,宝马x1,neg
105398,丰田,neu
105398,威驰,neu
105399,奥迪a6l,neu
105400,哈弗,neu
105401,速腾,neg
105402,保时捷,neu
105403,宝马,neu
105403,a5,neu
105403,s5,neu
105404,奥迪a6l,neu
105405,雷克萨斯,pos
105407,劳斯莱斯古斯特,neu
105408,长城,neu
105408,h6,neu
105408,h2,neu
105409,牧马人sundancer,neu
105410,别克,neu
105411,本田,neu
105412,思铂睿,neu
105412,杰德,neu
105412,本田,neu
105412,歌诗图,neu
105412,奥德赛,neu
105412,思域,neu
105412,雅阁,neu
105414,雨燕,neu
105415,荣威550,pos
105416,M1,pos
105417,迈腾,neu
105418,amg,neu
105418,gle400,neu
105419,速派,pos
105420,雪铁龙c4l,neg
105421,雪佛兰,neu
105422,保时捷911,neu
105423,途观,pos
105424,斯巴鲁,neu
105425,途观,pos
105426,斯柯达明锐,pos
105427,tiguanr-line,pos
105428,东风风神s30,neu
105428,比亚迪f3,neu
105429,朗逸,pos
105430,哈弗,neu
105431,雪铁龙c4世嘉,neg
105432,速派,pos
105432,迈腾,pos
105433,大众途观,neu
105434,速腾,pos
105435,荣威rx5,pos
105436,悦动,neu
105437,传祺gs5super,neu
105438,mg锐腾,neu
105438,glc,neu
105439,帕萨特,pos
105440,丰田雷克萨斯,neu
105441,polo,neu
105441,大众polo,neu
105441,大众,neu
105442,宝马,neu
105442,奔驰,neu
105442,传祺,neu
105443,雷克萨斯lx570,neu
105444,哈弗,neu
105444,哈弗h7,neu
105445,奇骏,pos
105446,五十铃,neu
105447,兰德酷路泽,pos
105448,野帝,neu
105449,凯迪拉克,neu
105450,别克昂科威,neu
105451,一汽丰田,neu
105451,vios威驰&新corolla卡罗拉,neu
105452,日产,pos
105452,轩逸,pos
105452,日产轩逸,pos
105453,速腾,neu
105455,丰田霸道,neu
105456,大众,pos
105457,逍客,neu
105458,本田,pos
105459,传奇长安马自达,neu
105460,长城哈弗,neu
105461,宝马,neu
105461,奥迪,neu
105462,奥迪a6,neu
105463,东风标致,neu
105464,奔驰E级,neu
105464,宝马320,neu
105466,斯巴鲁,neu
105467,名图,neu
105468,福克斯,neu
105469,捷达,neu
105469,爱丽舍,pos
105470,途胜,neu
105470,ix25,neu
105471,途观,pos
105471,上汽大众,pos
105472,长安,neu
105473,君越,neu
105474,奥迪,pos
105474,a3,pos
105476,威驰,pos
105477,锋驭,pos
105478,依维柯,neg
105479,英朗,pos
105480,高尔夫,pos
105481,梅赛德斯-奔驰s级,neu
105482,长安,neu
105483,宝骏560,neu
105484,宝马,pos
105485,凌渡,pos
105486,长城,pos
105486,哈弗h2,pos
105487,凯美瑞,neu
105488,迈锐宝,pos
105489,阳光,pos
105489,Yeti,pos
105490,英菲尼迪qx30,pos
105491,宝骏,pos
105492,宝马x2,neu
105493,昂科拉,pos
105493,缤智,neu
105494,卡罗拉,pos
105494,英朗,pos
105494,朗逸,pos
105495,昕动,pos
105495,桑塔纳,neu
105495,大众,neu
105496,奥迪,neu
105497,福特福睿斯,neu
105498,雪佛兰科帕奇,neu
105499,速腾,neu
105501,比亚迪F0,neg
105502,雷克萨斯nx,neu
105503,雪佛兰黑斑羚,neu
105503,雪佛兰Impala,neu
105504,克莱斯勒,neu
105504,通用,neu
105504,福特,neu
105505,宝马3,neu
105506,明锐,neu
105507,别克,neu
105508,高尔夫r,neu
105509,长安,pos
105510,大众迈腾,pos
105510,神龙富康,pos
105510,奥迪,neu
105511,glc43,neu
105511,amg,neu
105512,劳斯莱斯幻影,neu
105512,乔治巴顿,neu
105512,迈巴赫,neu
105513,本田xr-v,neu
105514,宝来,pos
105514,大众,pos
105514,大众途观,neu
105515,逸致,pos
105516,tiguan途观,pos
105517,丰田,neu
105518,英朗,pos
105519,昂科威,pos
105520,奥迪q5,neu
105521,红旗CA770,neu
105522,丰田,neu
105522,菲亚特,neu
105522,马自达,neu
105522,大众,neu
105522,雪铁龙,neu
105523,宝马,neu
105523,奔驰,neu
105523,众泰z500,pos
105524,MG5,pos
105525,福特野马,pos
105526,睿翼,pos
105529,飞度,neu
105530,ga6,neu
105530,ga8,neu
105530,传祺,neu
105531,大众捷达,neu
105532,奥迪q3,pos
105533,保时捷macan,pos
105533,雷克萨斯,neu
105533,捷豹f-pace,pos
105534,宝马,neu
105534,奔驰,neu
105534,奥迪,neu
105534,保时捷,neu
105534,路虎,neu
105535,奥迪,neu
105536,宝骏730,neu
105537,宝马gt550,neu
105538,朗逸,pos
105539,雷克萨斯,neu
105540,速腾,neu
105541,凯越,neu
105542,宝马,neu
105542,宝马3系320li,neu
105543,宝马,neu
105544,奥迪,neu
105545,轩逸,neu
105545,森林人,neu
105545,宝马3系320i,neu
105546,速腾,neg
105546,ssss,neu
105546,大众,neu
105546,朗境,neu
105547,凌渡,pos
105547,大众,pos
105548,s63amg,pos
105549,红旗,neu
105550,奥迪a6l,neu
105551,福特锐界,neu
105551,q5,neu
105552,菲亚特,neu
105553,宝马,neu
105554,荣威,pos
105554,rx5,pos
105555,本田,neu
105555,雅阁,neu
105556,哈弗,neu
105557,雷克萨斯,neu
105558,高尔夫5r32,pos
105559,凯迪拉克,neu
105560,宝骏,neu
105561,福特锐界,neu
105562,昂科拉,neu
105563,凌渡,pos
105564,海马,neu
105564,福美来,neu
105565,长安欧诺,pos
105566,昕锐,pos
105566,爱丽舍,pos
105567,斯柯达VisionS,neu
105568,宝马750,neu
105568,五菱,neu
105569,帕萨特,neu
105570,卡迪拉克xts,pos
105571,索九,pos
105572,凯迪拉克vday,neu
105573,雷克萨斯,neu
105574,途安,neu
105575,yeti,pos
105575,福特,neu
105576,凌渡,neu
105577,梅赛德斯-奔驰,neu
105577,e级,neu
105578,大众,pos
105578,Polo,pos
105579,野帝,pos
105580,辉腾,neg
105580,辉昂,neu
105580,大众,neu
105581,一汽大众,neu
105582,别克君越,pos
105582,通用,neu
105584,轩逸,neu
105585,蒙迪欧,neu
105586,丰田,pos
105587,威朗,neu
105587,英朗,neu
105589,奥迪,neu
105590,丰田,neu
105591,宝马teamrll,neu
105592,雷凌,neu
105592,领动,neu
105593,丰田,pos
105593,大众,pos
105594,福特翼虎,neu
105595,瑞风s3,neu
105596,宝马750,neu
105597,众泰,neu
105598,速派,pos
105598,斯柯达,neu
105599,凯迪拉克,neu
105599,凯迪拉克XTS,neu
105600,荣威360,neu
105601,凯迪拉克xts,neu
105602,宝马,neu
105603,长安福特,neu
105604,哈弗,pos
105605,速派,pos
105605,雅阁,pos
105606,宝马,neu
105606,小3,pos
105606,x1,pos
105607,上汽通用五菱,neu
105607,北京现代,neu
105607,江淮,neu
105607,广汽丰田,neu
105607,上汽大众,neu
105608,本田B50,pos
105608,一汽,pos
105608,奔腾B50,pos
105609,迈腾,pos
105610,林肯mkz,neu
105611,宝马x6,neu
105612,君越,neu
105613,哈弗h7,neu
105613,哈弗,neu
105614,福克斯,neu
105615,夏利,pos
105616,途观,pos
105617,大众,pos
105618,奥迪a7,neu
105618,a7,neu
105619,奔驰,neu
105619,梅赛德斯-奔驰s级,neu
105620,吉利,neg
105620,比亚迪,neg
105621,现代伊兰特,neu
105622,蓝鸟,neu
105623,天籁,neu
105623,奥迪,neu
105623,丰田皇冠,neu
105624,逸动xt,pos
105624,长安,neu
105625,宝马,neu
105626,一汽丰田,neu
105626,普锐斯,neu
105627,长安cs75,neu
105628,宝马,neu
105629,威朗,neu
105630,传祺gs4,neu
105631,保时捷,neu
105632,科鲁兹,neu
105632,雪佛兰,neu
105633,大众,neu
105634,五菱之光,neu
105634,五菱宏光,neu
105635,奥迪a8l,neu
105636,宝马,pos
105637,雪佛兰,neu
105638,途观,pos
105639,卡罗拉,neu
105639,赛欧,neu
105639,逸动,neu
105639,启辰d50,neu
105639,长城c30,neu
105639,逸动xt,neu
105639,荣威350,neu
105639,长城m4,neu
105639,奔腾b50,neu
105640,上海大众朗行,neu
105641,英菲尼迪q70l,pos
105642,东风日产,neu
105643,福睿斯,neu
105643,q5,neu
105644,一汽-大众,neu
105645,雷诺,neu
105645,日产,neu
105645,玛驰,neu
105646,科鲁兹,pos
105647,雪铁龙c3xr,neu
105648,奥迪r8,neu
105649,途安l,neu
105650,凯迪拉克,neu
105651,骐达,neu
105652,奥迪,neu
105653,江淮,neu
105654,凯翼,neu
105655,威朗,neu
105656,斯柯达,neu
105657,吉利,pos
105658,X3,neu
105658,起亚,neu
105659,切诺基,neu
105659,捷达,neu
105660,哈弗,pos
105660,h2,neu
105661,BMW 7,pos
105661,宝马,neu
105662,丰田,pos
105663,陆地巡洋舰,neu
105663,霸道,neu
105663,普拉多,neu
105664,帕萨特,neu
105665,雪铁龙c6,neu
105665,c6,neu
105666,宝马,neu
105667,330,neu
105667,速派330,neu
105667,速派,neu
105668,奥迪a5,neu
105669,奥迪r8,neu
105670,速腾,neu
105670,c4l,neu
105671,桑塔纳,neu
105673,众泰,pos
105674,雅阁,neu
105675,昂科威,pos
105676,东风悦达起亚,pos
105677,宝马,neu
105678,荣威360,pos
105679,高尔夫,neu
105680,长安福特,neu
105681,富康,neu
105681,桑塔纳,neu
105681,捷达,neu
105682,老A6,neu
105682,X5,neu
105682,金杯,neu
105683,捷达,neu
105685,奥迪,neu
105686,东风日产,neu
105687,凌渡GTS,neu
105688,卡罗拉,neu
105689,雷克萨斯es350,neu
105690,甲壳虫,neu
105691,逍客,neu
105692,福特,neu
105693,vision梅赛德斯-迈巴赫6,neu
105695,朗逸,pos
105696,雅阁,pos
105697,奥迪q3,neu
105698,捷达,neu
105699,江淮,neu
105700,汉兰达,pos
105701,GLC,pos
105701,高尔夫,neu
105702,日产,neg
105702,大众,neu
105704,君越,neu
105705,宝马,pos
105706,铃木北斗星x5,neu
105708,宝骏,neu
105708,宝骏730,neu
105710,海马s5,neu
105711,宝马,neu
105711,凯迪拉克,neu
105711,长安,neu
105711,smart,pos
105712,408,pos
105712,雷凌,pos
105713,长城,pos
105714,森雅s80,pos
105715,梅赛德斯-迈巴赫6,neu
105715,梅赛德斯,neu
105715,visionmercedes-maybach6concept,pos
105716,林肯,pos
105717,路虎极光,neu
105719,斯柯达,neu
105719,大众桑塔纳,neu
105719,晶锐,neu
105719,上汽大众,neu
105719,Polo,neu
105720,英菲尼迪,neu
105720,q70l,neu
105720,qx70,neu
